EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,MAGNITUDE_TYPE,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_DIRECTION,END_DIRECTION,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,Zip
1126626,BULLITT CO.,BARDSTOWN JCT,2023-07-02,1406,Thunderstorm Wind,51, ,EG,911 Call Center, , ,N,N,BARDSTOWN JCT,1406,37.94,-85.7,37.94,-85.7,There were multiple trees down.,"An anomalously strong mid- and upper-level trough for early July was centered over the Plains and gradually moved eastward toward the Ohio Valley on July 1st and 2nd, 2023. A meandering surface frontal boundary gradually became more well defined throughout this period, with a warm front lifting through the Ohio Valley on July 1st before a series of remnant outflow boundaries and a convectively-enhanced cold frontal passage occurred July 2nd into the morning hours of July 3rd. Across central Kentucky and southern Indiana, there was ample fuel for convection, as temperatures in the mid-to-upper 80s and lower 90s and dewpoints in the low-to-mid 60s allowed for the development of over 2500 J/kg of mixed-layer CAPE. Since there was initially no predominant organizing feature for convection, multiple waves of showers and thunderstorms moved across the region on July 1st, producing intermittent instances of damaging straight-line winds and near-severe hail, primarily across southern Indiana. However, as the main trough and the surface cold front moved into the region on July 2nd, convection was better organized thanks to 40-45 knots of effective bulk shear in addition to moderate to high levels of instability. Convective development on July 2nd began during the early afternoon hours across southwestern Indiana and western Kentucky. Initially, convective mode was predominantly cellular, but cells gradually grew upscale through the afternoon into clusters and larger quasi-linear structures. Downdraft CAPE was over 1000 J/kg and significant hail parameter values exceeded 1 through most of the area; accordingly, strong to damaging winds and hail were the primary severe hazards observed during the afternoon and evening hours on July 2nd. However, there was just enough low-level helicity to facilitate the development of two weak tornadoes, one in Anderson County and the other in Casey County. Storms gradually subsided after sunset, with the severe threat ending across the region by midnight on July 3rd.",40110
1127961,BULLITT CO.,SHEPHERDSVILLE,2023-07-02,1406,Thunderstorm Wind,53, ,EG,Public, , ,N,N,SHEPHERDSVILLE,1406,37.99,-85.72,37.99,-85.72,There were multiple trees and power lines down over the road.,"An anomalously strong mid- and upper-level trough for early July was centered over the Plains and gradually moved eastward toward the Ohio Valley on July 1st and 2nd, 2023. A meandering surface frontal boundary gradually became more well defined throughout this period, with a warm front lifting through the Ohio Valley on July 1st before a series of remnant outflow boundaries and a convectively-enhanced cold frontal passage occurred July 2nd into the morning hours of July 3rd. Across central Kentucky and southern Indiana, there was ample fuel for convection, as temperatures in the mid-to-upper 80s and lower 90s and dewpoints in the low-to-mid 60s allowed for the development of over 2500 J/kg of mixed-layer CAPE. Since there was initially no predominant organizing feature for convection, multiple waves of showers and thunderstorms moved across the region on July 1st, producing intermittent instances of damaging straight-line winds and near-severe hail, primarily across southern Indiana. However, as the main trough and the surface cold front moved into the region on July 2nd, convection was better organized thanks to 40-45 knots of effective bulk shear in addition to moderate to high levels of instability. Convective development on July 2nd began during the early afternoon hours across southwestern Indiana and western Kentucky. Initially, convective mode was predominantly cellular, but cells gradually grew upscale through the afternoon into clusters and larger quasi-linear structures. Downdraft CAPE was over 1000 J/kg and significant hail parameter values exceeded 1 through most of the area; accordingly, strong to damaging winds and hail were the primary severe hazards observed during the afternoon and evening hours on July 2nd. However, there was just enough low-level helicity to facilitate the development of two weak tornadoes, one in Anderson County and the other in Casey County. Storms gradually subsided after sunset, with the severe threat ending across the region by midnight on July 3rd.",40165
1128016,BULLITT CO.,CLERMONT,2023-07-02,1407,Thunderstorm Wind,51, ,EG,Amateur Radio, , ,N,N,CLERMONT,1407,37.93,-85.65,37.93,-85.65,There was a tree on a house.,"An anomalously strong mid- and upper-level trough for early July was centered over the Plains and gradually moved eastward toward the Ohio Valley on July 1st and 2nd, 2023. A meandering surface frontal boundary gradually became more well defined throughout this period, with a warm front lifting through the Ohio Valley on July 1st before a series of remnant outflow boundaries and a convectively-enhanced cold frontal passage occurred July 2nd into the morning hours of July 3rd. Across central Kentucky and southern Indiana, there was ample fuel for convection, as temperatures in the mid-to-upper 80s and lower 90s and dewpoints in the low-to-mid 60s allowed for the development of over 2500 J/kg of mixed-layer CAPE. Since there was initially no predominant organizing feature for convection, multiple waves of showers and thunderstorms moved across the region on July 1st, producing intermittent instances of damaging straight-line winds and near-severe hail, primarily across southern Indiana. However, as the main trough and the surface cold front moved into the region on July 2nd, convection was better organized thanks to 40-45 knots of effective bulk shear in addition to moderate to high levels of instability. Convective development on July 2nd began during the early afternoon hours across southwestern Indiana and western Kentucky. Initially, convective mode was predominantly cellular, but cells gradually grew upscale through the afternoon into clusters and larger quasi-linear structures. Downdraft CAPE was over 1000 J/kg and significant hail parameter values exceeded 1 through most of the area; accordingly, strong to damaging winds and hail were the primary severe hazards observed during the afternoon and evening hours on July 2nd. However, there was just enough low-level helicity to facilitate the development of two weak tornadoes, one in Anderson County and the other in Casey County. Storms gradually subsided after sunset, with the severe threat ending across the region by midnight on July 3rd.",40110
1128946,JEFFERSON CO.,LOUISVILLE,2023-07-08,1800,Thunderstorm Wind,51, ,EG,Trained Spotter, , ,E,E,LOUISVILLE,1800,38.2304,-85.7612,38.2304,-85.7612,"Several trees were brought down by strong winds near Central Park in Old Louisville, resulting in damage to a few vehicles.","Showers and thunderstorms developed along and ahead of a surface cold front which gradually moved through southern Indiana and central Kentucky during the evening hours of July 8th, 2023. With instability values ranging between 2000-2500 J/kg and 35-40 knots of effective bulk shear, the parameter space was favorable for a few strong to severe storms. Ultimately, only isolated wind damage was observed in the vicinity of a few stronger storms along the Ohio River, with localized wind damage being observed in Jefferson and Oldham County, Kentucky.",40208
1128945,OLDHAM CO.,LA GRANGE,2023-07-08,1810,Thunderstorm Wind,51, ,EG,Emergency Manager, , ,NW,NW,LA GRANGE,1810,38.4064,-85.3859,38.4064,-85.3859,Strong winds resulted in down power lines in La Grange at the intersection of Jefferson Street and Sixth Avenue.,"Showers and thunderstorms developed along and ahead of a surface cold front which gradually moved through southern Indiana and central Kentucky during the evening hours of July 8th, 2023. With instability values ranging between 2000-2500 J/kg and 35-40 knots of effective bulk shear, the parameter space was favorable for a few strong to severe storms. Ultimately, only isolated wind damage was observed in the vicinity of a few stronger storms along the Ohio River, with localized wind damage being observed in Jefferson and Oldham County, Kentucky.",40031
1128832,JEFFERSON CO.,AVOCA,2023-07-18,9,Hail,1.5, , ,Broadcast Media, , ,E,E,AVOCA,9,38.25,-85.49,38.25,-85.49,Ping pong ball sized hail was observed in the Lake Forest community.,"Another active period of weather set up across central Kentucky and southern Indiana July 17th and 18th, 2023 as multiple waves of showers and thunderstorms moved across the region, bringing damaging straight-line winds, severe hail, and one tornado to the region. The synoptic pattern was fairly consistent (albeit active) during this period, with large-scale mid- and upper-level troughing extending from Hudson Bay down into the Ohio Valley. In the low-levels, a quasi-stationary front extended from the mid-Mississippi Valley across central Indiana and into northern Ohio, with a seasonably warm and unstable air mass present across the Ohio Valley, which was primarily located south of the low-level frontal boundary. The first wave of strong to severe storms developed during the late afternoon hours in the vicinity of the frontal boundary across central Indiana. As these cells morphed into a quasi-linear convective system during the evening hours, the combined cold pool development forced the storms southward into southern Indiana and central Kentucky. Ahead of the line of storms, mixed-layer CAPE on the order of 1500-2500 J/kg and effective bulk shear of 30-40 kt provided a favorable parameter space to sustain strong-to-severe convection. This line of storms ultimately produced sporadic wind damage and near-severe hail across southern Indiana and north central Kentucky, with convection lingering into south central Kentucky overnight before gradually dissipating in the early morning hours on July 18th.||While sporadic convection continued through the morning hours on July 18th, the next main wave of strong and occasionally severe thunderstorms arrived during the early afternoon hours. With unseasonably fast flow continuing aloft, wind shear remained sufficient for multicell clusters and a few supercells to develop across central Kentucky. Instability remained moderate to high, with low-to-mid 70s dewpoints and temperatures in the 80s allowing for the development of 2000-3000 J/kg MLCAPE. This initial wave of cells produced scattered wind damage and hail mainly across the Kentucky Bluegrass. Additionally, a decaying mesoscale convective system coming in from western Kentucky also produced scattered wind damage across southern and central Kentucky. One brief spin-up tornado developed within this line over Marion County, producing EF0 damage. Convection dissipated once the line of storms cleared the area around sunset. As a result of multiple waves of heavy rainfall moving over the same areas, scattered occurrences of flooding were observed across the area, with the most concentrated area of flooding occurring over eastern Jefferson County and Shelby County, Kentucky.",40245
1128833,JEFFERSON CO.,WOODLAND HILLS,2023-07-18,9,Hail,1, , ,Trained Spotter, , ,N,N,WOODLAND HILLS,9,38.25,-85.52,38.25,-85.52,Quarter sized hail was observed near Middletown.,"Another active period of weather set up across central Kentucky and southern Indiana July 17th and 18th, 2023 as multiple waves of showers and thunderstorms moved across the region, bringing damaging straight-line winds, severe hail, and one tornado to the region. The synoptic pattern was fairly consistent (albeit active) during this period, with large-scale mid- and upper-level troughing extending from Hudson Bay down into the Ohio Valley. In the low-levels, a quasi-stationary front extended from the mid-Mississippi Valley across central Indiana and into northern Ohio, with a seasonably warm and unstable air mass present across the Ohio Valley, which was primarily located south of the low-level frontal boundary. The first wave of strong to severe storms developed during the late afternoon hours in the vicinity of the frontal boundary across central Indiana. As these cells morphed into a quasi-linear convective system during the evening hours, the combined cold pool development forced the storms southward into southern Indiana and central Kentucky. Ahead of the line of storms, mixed-layer CAPE on the order of 1500-2500 J/kg and effective bulk shear of 30-40 kt provided a favorable parameter space to sustain strong-to-severe convection. This line of storms ultimately produced sporadic wind damage and near-severe hail across southern Indiana and north central Kentucky, with convection lingering into south central Kentucky overnight before gradually dissipating in the early morning hours on July 18th.||While sporadic convection continued through the morning hours on July 18th, the next main wave of strong and occasionally severe thunderstorms arrived during the early afternoon hours. With unseasonably fast flow continuing aloft, wind shear remained sufficient for multicell clusters and a few supercells to develop across central Kentucky. Instability remained moderate to high, with low-to-mid 70s dewpoints and temperatures in the 80s allowing for the development of 2000-3000 J/kg MLCAPE. This initial wave of cells produced scattered wind damage and hail mainly across the Kentucky Bluegrass. Additionally, a decaying mesoscale convective system coming in from western Kentucky also produced scattered wind damage across southern and central Kentucky. One brief spin-up tornado developed within this line over Marion County, producing EF0 damage. Convection dissipated once the line of storms cleared the area around sunset. As a result of multiple waves of heavy rainfall moving over the same areas, scattered occurrences of flooding were observed across the area, with the most concentrated area of flooding occurring over eastern Jefferson County and Shelby County, Kentucky.",40223
1128836,JEFFERSON CO.,BECKLEY,2023-07-18,107,Hail,1, , ,Public, , ,NE,NE,BECKLEY,107,38.27,-85.44,38.27,-85.44,Quarter sized hail was observed in northeastern Jefferson County.,"Another active period of weather set up across central Kentucky and southern Indiana July 17th and 18th, 2023 as multiple waves of showers and thunderstorms moved across the region, bringing damaging straight-line winds, severe hail, and one tornado to the region. The synoptic pattern was fairly consistent (albeit active) during this period, with large-scale mid- and upper-level troughing extending from Hudson Bay down into the Ohio Valley. In the low-levels, a quasi-stationary front extended from the mid-Mississippi Valley across central Indiana and into northern Ohio, with a seasonably warm and unstable air mass present across the Ohio Valley, which was primarily located south of the low-level frontal boundary. The first wave of strong to severe storms developed during the late afternoon hours in the vicinity of the frontal boundary across central Indiana. As these cells morphed into a quasi-linear convective system during the evening hours, the combined cold pool development forced the storms southward into southern Indiana and central Kentucky. Ahead of the line of storms, mixed-layer CAPE on the order of 1500-2500 J/kg and effective bulk shear of 30-40 kt provided a favorable parameter space to sustain strong-to-severe convection. This line of storms ultimately produced sporadic wind damage and near-severe hail across southern Indiana and north central Kentucky, with convection lingering into south central Kentucky overnight before gradually dissipating in the early morning hours on July 18th.||While sporadic convection continued through the morning hours on July 18th, the next main wave of strong and occasionally severe thunderstorms arrived during the early afternoon hours. With unseasonably fast flow continuing aloft, wind shear remained sufficient for multicell clusters and a few supercells to develop across central Kentucky. Instability remained moderate to high, with low-to-mid 70s dewpoints and temperatures in the 80s allowing for the development of 2000-3000 J/kg MLCAPE. This initial wave of cells produced scattered wind damage and hail mainly across the Kentucky Bluegrass. Additionally, a decaying mesoscale convective system coming in from western Kentucky also produced scattered wind damage across southern and central Kentucky. One brief spin-up tornado developed within this line over Marion County, producing EF0 damage. Convection dissipated once the line of storms cleared the area around sunset. As a result of multiple waves of heavy rainfall moving over the same areas, scattered occurrences of flooding were observed across the area, with the most concentrated area of flooding occurring over eastern Jefferson County and Shelby County, Kentucky.",40245
1128876,JEFFERSON CO.,SYLVANIA,2023-07-18,1743,Thunderstorm Wind,51, ,EG,911 Call Center, , ,SE,SE,SYLVANIA,1743,38.14,-85.86,38.14,-85.86,A tree was blown down by strong winds in the Pleasure Ridge Park area.,"Another active period of weather set up across central Kentucky and southern Indiana July 17th and 18th, 2023 as multiple waves of showers and thunderstorms moved across the region, bringing damaging straight-line winds, severe hail, and one tornado to the region. The synoptic pattern was fairly consistent (albeit active) during this period, with large-scale mid- and upper-level troughing extending from Hudson Bay down into the Ohio Valley. In the low-levels, a quasi-stationary front extended from the mid-Mississippi Valley across central Indiana and into northern Ohio, with a seasonably warm and unstable air mass present across the Ohio Valley, which was primarily located south of the low-level frontal boundary. The first wave of strong to severe storms developed during the late afternoon hours in the vicinity of the frontal boundary across central Indiana. As these cells morphed into a quasi-linear convective system during the evening hours, the combined cold pool development forced the storms southward into southern Indiana and central Kentucky. Ahead of the line of storms, mixed-layer CAPE on the order of 1500-2500 J/kg and effective bulk shear of 30-40 kt provided a favorable parameter space to sustain strong-to-severe convection. This line of storms ultimately produced sporadic wind damage and near-severe hail across southern Indiana and north central Kentucky, with convection lingering into south central Kentucky overnight before gradually dissipating in the early morning hours on July 18th.||While sporadic convection continued through the morning hours on July 18th, the next main wave of strong and occasionally severe thunderstorms arrived during the early afternoon hours. With unseasonably fast flow continuing aloft, wind shear remained sufficient for multicell clusters and a few supercells to develop across central Kentucky. Instability remained moderate to high, with low-to-mid 70s dewpoints and temperatures in the 80s allowing for the development of 2000-3000 J/kg MLCAPE. This initial wave of cells produced scattered wind damage and hail mainly across the Kentucky Bluegrass. Additionally, a decaying mesoscale convective system coming in from western Kentucky also produced scattered wind damage across southern and central Kentucky. One brief spin-up tornado developed within this line over Marion County, producing EF0 damage. Convection dissipated once the line of storms cleared the area around sunset. As a result of multiple waves of heavy rainfall moving over the same areas, scattered occurrences of flooding were observed across the area, with the most concentrated area of flooding occurring over eastern Jefferson County and Shelby County, Kentucky.",40258
1128916,OLDHAM CO.,WESTPORT,2023-07-24,1718,Thunderstorm Wind,51, ,EG,911 Call Center, , ,N,N,WESTPORT,1718,38.48,-85.47,38.48,-85.47,Multiple trees were blown down by strong thunderstorm winds across the county.,"While the synoptic scale pattern on July 24th and 25th, 2023 had a similar appearance to earlier events in the month with large scale troughing across the Ohio Valley, the flow aloft was generally weaker, which limited the overall severe potential to more of a typical summertime event. On the other hand, instability values were quite impressive, with 2500-3500 J/kg of mixed-layer CAPE developing across central Kentucky and southern Indiana during the afternoon hours on July 24th. Convection initiated in the vicinity of a weak surface frontal boundary across southwestern Indiana and southern Illinois during the early afternoon hours, with storms moving off to the east and southeast along with the background flow aloft. The parameter space was generally favorable for ordinary cell thunderstorms, with a few multicell clusters also developing along and ahead of the front. The primary observed severe hazard was damaging straight-line winds, as between 1000-1400 J/kg of downdraft CAPE was observed on mesoanalysis data. Additionally, a couple instances of severe hail were also observed in southern Indiana, where significant hail parameter values were slightly higher (around or above 1). Storms gradually subsided after sunset on July 24th, with conditions remaining quiet through the morning and early afternoon hours on July 25th. While slightly drier air moved into southern Indiana and north central Kentucky and limited thunderstorm potential on July 25th, a few strong to severe storms developed across southern and southwestern Kentucky during the afternoon and evening hours. One of these storms was strong enough to produce severe hail near Burkesville in Cumberland County, Kentucky.",40077
1128918,OLDHAM CO.,FRAZERTOWN,2023-07-24,1730,Thunderstorm Wind,51, ,EG,Public, , ,N,N,FRAZERTOWN,1730,38.32,-85.5,38.32,-85.5,Large tree limbs were snapped by strong outflow winds. Tree damage to a vehicle occurred due to fallen trees and limbs.,"While the synoptic scale pattern on July 24th and 25th, 2023 had a similar appearance to earlier events in the month with large scale troughing across the Ohio Valley, the flow aloft was generally weaker, which limited the overall severe potential to more of a typical summertime event. On the other hand, instability values were quite impressive, with 2500-3500 J/kg of mixed-layer CAPE developing across central Kentucky and southern Indiana during the afternoon hours on July 24th. Convection initiated in the vicinity of a weak surface frontal boundary across southwestern Indiana and southern Illinois during the early afternoon hours, with storms moving off to the east and southeast along with the background flow aloft. The parameter space was generally favorable for ordinary cell thunderstorms, with a few multicell clusters also developing along and ahead of the front. The primary observed severe hazard was damaging straight-line winds, as between 1000-1400 J/kg of downdraft CAPE was observed on mesoanalysis data. Additionally, a couple instances of severe hail were also observed in southern Indiana, where significant hail parameter values were slightly higher (around or above 1). Storms gradually subsided after sunset on July 24th, with conditions remaining quiet through the morning and early afternoon hours on July 25th. While slightly drier air moved into southern Indiana and north central Kentucky and limited thunderstorm potential on July 25th, a few strong to severe storms developed across southern and southwestern Kentucky during the afternoon and evening hours. One of these storms was strong enough to produce severe hail near Burkesville in Cumberland County, Kentucky.",40014
1119080,JEFFERSON CO.,AUDUBON PARK,2023-08-07,105,Thunderstorm Wind,51, ,EG,911 Call Center, , ,N,N,AUDUBON PARK,105,38.24,-85.73,38.24,-85.73,A tree fell down over the road.,"Several individual storms moved across Missouri and Illinois before combining into a line of convection as it moved across southern Indiana. The line interacted with the low level jet to produce 6 tornadoes across 4 Indiana counties, including a long track tornado that traveled 25.89 miles through Dubois and Orange Counties. This set the record for the longest known tornado track for the month of August within the NWS Louisville County Warning Area. Other parts of the line surged and caused tree and power line damage along and north of Interstate 64 across southern Indiana and into the greater Louisville, Kentucky area. Additional wind and hail reports were received from the Bluegrass region of Kentucky.",40204
1119082,JEFFERSON CO.,O BANNON,2023-08-07,321,Thunderstorm Wind,53, ,EG,Public, , ,ENE,ENE,O BANNON,321,38.29,-85.48,38.29,-85.48,"Two large trees fell down, resulting in vehicle and fence damage.","Several individual storms moved across Missouri and Illinois before combining into a line of convection as it moved across southern Indiana. The line interacted with the low level jet to produce 6 tornadoes across 4 Indiana counties, including a long track tornado that traveled 25.89 miles through Dubois and Orange Counties. This set the record for the longest known tornado track for the month of August within the NWS Louisville County Warning Area. Other parts of the line surged and caused tree and power line damage along and north of Interstate 64 across southern Indiana and into the greater Louisville, Kentucky area. Additional wind and hail reports were received from the Bluegrass region of Kentucky.",40245
1130861,JEFFERSON CO.,LOUISVILLE,2023-08-12,946,Thunderstorm Wind,50, ,EG,Emergency Manager, , ,NE,NE,LOUISVILLE,946,38.2419,-85.7596,38.2419,-85.7596,Tree and power line damage caused damage to siding on a home on Breckinridge Street.,"An overnight line of thunderstorms, from Missouri and Illinois, persisted until reaching Jefferson County. Gusty winds from the line caused isolated tree and property damage in Louisville.",40203
1130862,JEFFERSON CO.,HIGHLANDS,2023-08-12,950,Thunderstorm Wind,50, ,EG,911 Call Center, , ,WNW,WNW,HIGHLANDS,950,38.2379,-85.7259,38.2379,-85.7259,Power lines fell on Hepburn Avenue.,"An overnight line of thunderstorms, from Missouri and Illinois, persisted until reaching Jefferson County. Gusty winds from the line caused isolated tree and property damage in Louisville.",40204
1133665,JEFFERSON CO.,CLARK,2023-08-25,1845,Thunderstorm Wind,50, ,EG,Public, , ,WSW,WSW,CLARK,1845,38.1705,-85.4438,38.1705,-85.4438,Two large trees were heavily damaged near Taylorsville Road.,"Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40023
1133663,JEFFERSON CO.,JEFFERSONTOWN,2023-08-25,1900,Thunderstorm Wind,55, ,EG,Trained Spotter, , ,WNW,WNW,JEFFERSONTOWN,1900,38.204,-85.5868,38.204,-85.5868,Multiple large trees were down on Arlington Court.,"Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40299
1133667,JEFFERSON CO.,(LOU)BOWMAN FLD LOUI,2023-08-25,1919,Thunderstorm Wind,58, ,MG,ASOS, , ,E,E,(LOU)BOWMAN FLD LOUI,1919,38.23,-85.66,38.23,-85.66,Wind report is from LOU.,"Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40041
1133671,JEFFERSON CO.,STRATHMOOR VLG,2023-08-25,1919,Thunderstorm Wind,56, ,EG,Public, , ,N,N,STRATHMOOR VLG,1919,38.2292,-85.6016,38.2292,-85.6016,Approximately 30 trees fell at Oxmoor Country Club.,"Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40220
1133672,JEFFERSON CO.,SMYRNA,2023-08-25,1945,Thunderstorm Wind,55, ,EG,Public, , ,NNE,NNE,SMYRNA,1945,38.1431,-85.64,38.1431,-85.64,"A large oak tree was uprooted on the 6700 block of Briscoe Lane. Phelps Tree Service, in the same area, also had tree damage.","Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40228
1133666,JEFFERSON CO.,SMYRNA,2023-08-25,1953,Thunderstorm Wind,50, ,EG,NWS Employee, , ,SE,SE,SMYRNA,1953,38.1093,-85.6164,38.1093,-85.6164,There was a two trees down on Cooper Chapel Road at Beulah Church Road.,"Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40229
1133670,BULLITT CO.,BROOKS,2023-08-25,2002,Thunderstorm Wind,52, ,EG,911 Call Center, , ,ESE,ESE,BROOKS,2002,38.0604,-85.672,38.0604,-85.672,Power lines were down near North Preston Highway.,"Across the Lower Ohio Valley, it was a warm summer day with temperatures in the 80s. There wasn't much shear in the atmosphere, but enough moisture and strong instability caused a line of convection to develop and intensify as an outflow boundary from earlier convection dropped south through southern Indiana and north central Kentucky. Severe winds from the storms caused widespread tree and power line damage, and two unlucky brothers were injured when they were struck by lightning in Lexington at a golf course.",40129
1171115,JEFFERSON CO.,ASHVILLE,2024-03-14,2154,Hail,1, , ,NWS Employee, , ,SW,SW,ASHVILLE,2154,38.11,-85.6,38.11,-85.6,,"On March 14, 2024, in the warm sector ahead of a cold front, a supercell formed on the southern side of a convective line moving east through central Indiana. As the supercell moved east across southern Indiana and northern Kentucky, it produced a tornado which formed near Hanover, Indiana, crossed the Ohio River into Milton, Kentucky, and then crossed the Ohio River two more times before ending east of Carrollton, Kentucky. This tornado reached a maximum strength of 115 mph (EF2) and was on the ground for over 18 miles.||Later that night, ahead of the cold front, a line of thunderstorms brought down multiple  trees and a few power lines. It also produced a weak tornado in Breckinridge County. Multiple reports of severe hail were also received from across the region.",40291
1171116,JEFFERSON CO.,ASHVILLE,2024-03-14,2242,Hail,1, , ,NWS Employee, , ,SW,SW,ASHVILLE,2242,38.11,-85.6,38.11,-85.6,,"On March 14, 2024, in the warm sector ahead of a cold front, a supercell formed on the southern side of a convective line moving east through central Indiana. As the supercell moved east across southern Indiana and northern Kentucky, it produced a tornado which formed near Hanover, Indiana, crossed the Ohio River into Milton, Kentucky, and then crossed the Ohio River two more times before ending east of Carrollton, Kentucky. This tornado reached a maximum strength of 115 mph (EF2) and was on the ground for over 18 miles.||Later that night, ahead of the cold front, a line of thunderstorms brought down multiple  trees and a few power lines. It also produced a weak tornado in Breckinridge County. Multiple reports of severe hail were also received from across the region.",40291
1176068,JEFFERSON CO.,TRANSYLVANIA BEACH,2024-04-02,1636,Tornado, ,EF2, ,NWS Storm Survey,3.2,450,W,E,PROSPECT,1640,38.349,-85.644,38.351,-85.585,"The National Weather Service in Louisville surveyed storm damage in southeast Clark County IN, through far northeast Jefferson KY, and into western Oldham County. Specifically the tornado traveled just southeast of the Clark County Indiana Airport, east through Utica, crossing the Ohio River into Prospect, and lifting just east of the Sleepy Hollow Golf Course in Oldham County. The tornado was its strongest in Jefferson County, KY where it was an EF2 with 120 mph winds and 450 yards wide.||Jefferson County KY... As the tornado crossed the Ohio River, it strengthened and widened in Prospect KY. The Beechland Beach neighborhood had multiple homes with extensive damage. Three 2 stories well built homes had significant roof sections pulled|away, along with broken windows, air conditions twisted and torn off from side of homes. Three large pin oak trees were snapped and uprooted. One home had a collapsed back wall that faces against the path of the tornado. Damage in this neighborhood indicated that the tornado was an EF2 with 120 mph winds, and a|width of 400 yards. All homeowners heeded the tornado warning and sought shelter in a safe place.||From here, the tornado crossed through Hays Kennedy Park and into the northwest Prospect community and The Sutherlands neighborhood. Many homes incurred an array of roof damage, downed power lines, snapped power poles, uprooted trees, and trees |falling on homes. The tornado in this area was 110 mph, EF1, with maximum width of 450 yards. One homeowner on Shirley Avenue was trapped in his basement after a tree fell on his home. Surrounding neighbors worked to free the homeowner. Nearby a 7 foot large section of a locust tree was pulled away and thrown 20 yards and impaled in the ground some 4 feet. ||As the tornado cut through the Hunting Creek neighborhood, it strengthened to an EF2 with a maximum of 115 mph winds, with a width of 250 yards. Many trees had been uprooted or snapped, few homes had roof structures peeled back and two homes lost there entire roof. There was also mostly broken windows, inverted garage doors, blown mud and insulation around all 4 sides of the homes, and extensive shingle, gutter, and soffit damage. After passing through the neighborhood, the tornado exited Jefferson County into Oldham County.","As a surface low cut across Missouri and Illinois, its eastward stretching warm front moved north across central Indiana while its cold front moved east towards the Lower Ohio Valley. This placed central Kentucky in the warm sector, where 3 separate lines of convection moved through during the day. The first line of storms generating from an early morning outflow boundary dropped southeast through the area. This produced six tornadoes, mainly through the Bluegrass region. The second line, moving west to east, just produced some passing showers and thunderstorms. The third line, just ahead of the cold front, moved through during the evening hours. This produced three more tornadoes along the Interstate 71 corridor. One of these tornadoes began in Clark County, Indiana before crossing the Ohio River into Kentucky.",47130
